timestamp_sec_floor,timestamp,/electrical/temp_sensors/in.inlet_temp,/electrical/temp_sensors/out.outlet_temp
1761090075,10/21/25 | 07:41:15 PM,,19.510000228881836
1761090297,10/21/25 | 07:44:57 PM,,19.329999923706055
1761090298,10/21/25 | 07:44:58 PM,,19.030000686645508
1761090299,10/21/25 | 07:44:59 PM,,20.139999389648438
1761090300,10/21/25 | 07:45:00 PM,,19.3799991607666
1761090301,10/21/25 | 07:45:01 PM,,20.799999237060547
1761090302,10/21/25 | 07:45:02 PM,,19.969999313354492
1761090303,10/21/25 | 07:45:03 PM,,18.59000015258789
1761090304,10/21/25 | 07:45:04 PM,,20.100000381469727
1761090305,10/21/25 | 07:45:05 PM,,12.010000228881836
1761090306,10/21/25 | 07:45:06 PM,,19.440000534057617
1761090307,10/21/25 | 07:45:07 PM,,19.729999542236328
1761090308,10/21/25 | 07:45:08 PM,,19.030000686645508
1761090309,10/21/25 | 07:45:09 PM,,20.079999923706055
1761090310,10/21/25 | 07:45:10 PM,,19.239999771118164
1761090311,10/21/25 | 07:45:11 PM,,19.139999389648438
1761090312,10/21/25 | 07:45:12 PM,,20.3799991607666
1761090313,10/21/25 | 07:45:13 PM,,20.3799991607666
1761090314,10/21/25 | 07:45:14 PM,,18.809999465942383
1761090315,10/21/25 | 07:45:15 PM,,19.530000686645508
1761090316,10/21/25 | 07:45:16 PM,,19.56999969482422
1761090317,10/21/25 | 07:45:17 PM,,19.940000534057617
1761090318,10/21/25 | 07:45:18 PM,,19.329999923706055
1761090319,10/21/25 | 07:45:19 PM,,19.489999771118164
1761090320,10/21/25 | 07:45:20 PM,,19.440000534057617
1761090321,10/21/25 | 07:45:21 PM,,19.770000457763672
1761090322,10/21/25 | 07:45:22 PM,,19.75
1761090323,10/21/25 | 07:45:23 PM,,19.239999771118164
1761090324,10/21/25 | 07:45:24 PM,,19.700000762939453
1761090325,10/21/25 | 07:45:25 PM,,19.3799991607666
1761090326,10/21/25 | 07:45:26 PM,,17.950000762939453
1761090327,10/21/25 | 07:45:27 PM,,17.25
1761090328,10/21/25 | 07:45:28 PM,,20.190000534057617
1761090329,10/21/25 | 07:45:29 PM,,19.530000686645508
1761090330,10/21/25 | 07:45:30 PM,,20.81999969482422
1761090331,10/21/25 | 07:45:31 PM,,19.09000015258789
1761090332,10/21/25 | 07:45:32 PM,,19.59000015258789
1761090333,10/21/25 | 07:45:33 PM,,19.809999465942383
1761090334,10/21/25 | 07:45:34 PM,,19.489999771118164
1761090335,10/21/25 | 07:45:35 PM,,19.399999618530273
1761090336,10/21/25 | 07:45:36 PM,,19.489999771118164
1761090337,10/21/25 | 07:45:37 PM,,19.809999465942383
1761090338,10/21/25 | 07:45:38 PM,,19.790000915527344
1761090339,10/21/25 | 07:45:39 PM,,19.729999542236328
1761090340,10/21/25 | 07:45:40 PM,,19.65999984741211
1761090341,10/21/25 | 07:45:41 PM,,22.600000381469727
1761090342,10/21/25 | 07:45:42 PM,,19.09000015258789
1761090343,10/21/25 | 07:45:43 PM,,19.440000534057617
1761090344,10/21/25 | 07:45:44 PM,,20.15999984741211
1761090345,10/21/25 | 07:45:45 PM,,20.540000915527344
1761090346,10/21/25 | 07:45:46 PM,,19.790000915527344
1761090347,10/21/25 | 07:45:47 PM,,19.200000762939453
1761090348,10/21/25 | 07:45:48 PM,,19.530000686645508
1761090349,10/21/25 | 07:45:49 PM,,19.270000457763672
1761090350,10/21/25 | 07:45:50 PM,,16.989999771118164
1761090351,10/21/25 | 07:45:51 PM,,18.299999237060547
1761090352,10/21/25 | 07:45:52 PM,,18.719999313354492
